,Experiment,Measurement,Time,Concentration,Bioagent,Type
1612,80,3,10.120000000000001,908993561.2451407,CFU,wt
1613,80,3,10.47,16.89438664444527,PFU,wt
1614,80,3,10.35,662745343.0077696,CFU,sp
1615,80,3,9.71,1.9097154051414986,PFU,sp
1616,80,4,9.69,843467419.9247674,CFU,wt
1617,80,4,9.700000000000001,13.457363512592579,PFU,wt
1618,80,4,10.41,671411788.8738114,CFU,sp
1619,80,4,10.43,2.3805853316478496,PFU,sp
1620,81,0,10.33,939614972.6696973,CFU,wt
1621,81,0,9.53,12.758251523651435,PFU,wt
1622,81,0,10.14,632644189.539313,CFU,sp
1623,81,0,9.88,2.0139996995704967,PFU,sp
1624,81,1,10.16,914902468.2649488,CFU,wt
1625,81,1,10.1,15.188911774451281,PFU,wt
1626,81,1,10.040000000000001,618455248.7459301,CFU,sp
1627,81,1,9.67,1.8857845432093363,PFU,sp
1628,81,2,10.44,955242656.560186,CFU,wt
1629,81,2,9.88,14.221727876290752,PFU,wt
1630,81,2,9.66,565581490.232745,CFU,sp
1631,81,2,9.56,1.8211540296948254,PFU,sp
1632,81,3,9.71,846588324.6613617,CFU,wt
1633,81,3,10.1,15.188911774451281,PFU,wt
1634,81,3,9.78,582083572.593656,CFU,sp
1635,81,3,10.040000000000001,2.1160044232440085,PFU,sp
1636,81,4,9.58,826193317.2294844,CFU,wt
1637,81,4,9.68,13.373957957842572,PFU,wt
1638,81,4,9.52,546582238.1029042,CFU,sp
1639,81,4,9.81,1.9705514124471357,PFU,sp
1640,82,0,10.34,941047752.1420034,CFU,wt
1641,82,0,10.46,16.847032543489306,PFU,wt
1642,82,0,10.07,622701189.1182187,CFU,sp
1643,82,0,9.52,1.7980781003504585,PFU,sp
1644,82,1,10.290000000000001,933860184.0165012,CFU,wt
1645,82,1,10.31,16.145020691058896,PFU,wt
1646,82,1,10.16,635493919.5319427,CFU,sp
1647,82,1,9.84,1.9890847362881583,PFU,sp
1648,82,2,10.28,932415619.991849,CFU,wt
1649,82,2,10.11,15.233720648428031,PFU,wt
1650,82,2,10.35,662745343.0077696,CFU,sp
1651,82,2,9.59,1.8386096863768955,PFU,sp
1652,82,3,10.39,948175646.8602537,CFU,wt
1653,82,3,10.120000000000001,15.278602242076394,PFU,wt
1654,82,3,10.25,648363701.8669971,CFU,sp
1655,82,3,9.85,1.9952916091405475,PFU,sp
1656,82,4,10.42,952423234.1791701,CFU,wt
1657,82,4,10.27,15.960476927299679,PFU,wt
1658,82,4,9.88,595977712.3465495,CFU,sp
1659,82,4,10.36,2.331414462327754,PFU,sp
1660,83,0,10.290000000000001,933860184.0165012,CFU,wt
1661,83,0,10.24,15.822813196599881,PFU,wt
1662,83,0,9.9,598771271.629141,CFU,sp
1663,83,0,9.69,1.8977212598789999,PFU,sp
1664,83,1,9.620000000000001,832495537.8249065,CFU,wt
1665,83,1,9.66,13.29085962154809,PFU,wt
1666,83,1,10.05,619869511.5180517,CFU,sp
1667,83,1,10.25,2.2556386099497834,PFU,sp
1668,83,2,10.15,913428505.1819831,CFU,wt
1669,83,2,9.64,13.208069137800392,PFU,wt
1670,83,2,10.03,617042048.843183,CFU,sp
1671,83,2,9.870000000000001,2.0077490782637892,PFU,sp
1672,83,3,9.700000000000001,845028665.5795715,CFU,wt
1673,83,3,9.63,13.166789535490281,PFU,wt
1674,83,3,9.51,545236102.1188676,CFU,sp
1675,83,3,9.82,1.9767146507310924,PFU,sp
1676,83,4,9.540000000000001,819868644.300565,CFU,wt
1677,83,4,9.700000000000001,13.457363512592579,PFU,wt
1678,83,4,10.49,683006292.0569648,CFU,sp
1679,83,4,9.790000000000001,1.9582684802469414,PFU,sp
1680,84,0,9.88,872845649.2952325,CFU,wt
1681,84,0,10.17,15.504097165088675,PFU,wt
1682,84,0,9.55,550629573.7289388,CFU,sp
1683,84,0,10.23,2.242056492380134,PFU,sp
1684,84,1,9.620000000000001,832495537.8249065,CFU,wt
1685,84,1,9.64,13.208069137800392,PFU,wt
1686,84,1,9.97,608585677.2999554,CFU,sp
1687,84,1,10.23,2.242056492380134,PFU,sp
1688,84,2,10.13,910474040.0766499,CFU,wt
1689,84,2,10.08,15.099512619136053,PFU,wt
1690,84,2,10.31,656982926.6577199,CFU,sp
1691,84,2,9.6,1.8444566443985035,PFU,sp
1692,84,3,10.290000000000001,933860184.0165012,CFU,wt
1693,84,3,10.42,16.65830320184622,PFU,wt
1694,84,3,9.97,608585677.2999554,CFU,sp
1695,84,3,9.950000000000001,2.05816374609394,PFU,sp
1696,84,4,10.200000000000001,920776257.4253217,CFU,wt
1697,84,4,9.540000000000001,12.798755850658885,PFU,wt
1698,84,4,9.51,545236102.1188676,CFU,sp
1699,84,4,9.620000000000001,1.8561932580834235,PFU,sp
1700,85,0,9.78,857460274.6562958,CFU,wt
1701,85,0,9.67,13.332370347476232,PFU,wt
1702,85,0,9.74,576561550.16902,CFU,sp
1703,85,0,10.01,2.0965914577956117,PFU,sp
1704,85,1,10.18,917843798.1328845,CFU,wt
1705,85,1,10.19,15.59480030748533,PFU,wt
1706,85,1,10.01,614218874.0227146,CFU,sp
1707,85,1,10.35,2.32445046455817,PFU,sp
1708,85,2,9.700000000000001,845028665.5795715,CFU,wt
1709,85,2,9.9,14.308168163009231,PFU,wt
1710,85,2,9.73,575184329.8266332,CFU,sp
1711,85,2,10.08,2.142095529568214,PFU,sp
1712,85,3,10.370000000000001,945331728.5330423,CFU,wt
1713,85,3,10.25,15.86863000573792,PFU,wt
1714,85,3,9.790000000000001,583467322.3669512,CFU,sp
1715,85,3,10.41,2.3664609238126335,PFU,sp
1716,85,4,9.74,851257634.2383628,CFU,wt
1717,85,4,10.05,14.965961978223815,PFU,wt
1718,85,4,10.290000000000001,654106520.0492346,CFU,sp
1719,85,4,10.43,2.3805853316478496,PFU,sp
1720,86,0,10.41,951009822.9787076,CFU,wt
1721,86,0,9.97,14.613062474763932,PFU,wt
1722,86,0,9.620000000000001,560124477.7745786,CFU,sp
1723,86,0,10.07,2.1355505259067873,PFU,sp
1724,86,1,10.26,929519524.0666704,CFU,wt
1725,86,1,9.74,13.625093681413588,PFU,wt
1726,86,1,10.16,635493919.5319427,CFU,sp
1727,86,1,9.63,1.8620829431115984,PFU,sp
1728,86,2,10.03,895573998.3736597,CFU,wt
1729,86,2,9.75,13.66721721137656,PFU,wt
1730,86,2,10.450000000000001,677203702.8536592,CFU,sp
1731,86,2,9.67,1.8857845432093363,PFU,sp
1732,86,3,9.66,838774313.0619631,CFU,wt
1733,86,3,9.55,12.839338027954154,PFU,wt
1734,86,3,10.48,681554679.4014564,CFU,sp
1735,86,3,10.14,2.181677459301268,PFU,sp
1736,86,4,9.57,824614214.7775011,CFU,wt
1737,86,4,9.81,13.921556131218795,PFU,wt
1738,86,4,9.56,551981636.8221196,CFU,sp
1739,86,4,9.82,1.9767146507310924,PFU,sp
1740,87,0,9.73,849702823.7476032,CFU,wt
1741,87,0,9.92,14.394907927779638,PFU,wt
1742,87,0,9.85,591796431.1990068,CFU,sp
1743,87,0,10.35,2.32445046455817,PFU,sp
1744,87,1,10.48,960851647.4219812,CFU,wt
1745,87,1,10.25,15.86863000573792,PFU,wt
1746,87,1,10.040000000000001,618455248.7459301,CFU,sp
1747,87,1,10.16,2.1949905005966563,PFU,sp
1748,87,2,10.370000000000001,945331728.5330423,CFU,wt
1749,87,2,10.11,15.233720648428031,PFU,wt
1750,87,2,9.76,579319949.5570649,CFU,sp
1751,87,2,10.26,2.262452162192376,PFU,sp
1752,87,3,9.51,815111011.1502727,CFU,wt
1753,87,3,9.93,14.438389874118831,PFU,wt
1754,87,3,9.67,566949228.813818,CFU,sp
1755,87,3,9.88,2.0139996995704967,PFU,sp
1756,87,4,10.120000000000001,908993561.2451407,CFU,wt
1757,87,4,10.23,15.777067643942512,PFU,wt
1758,87,4,9.63,561486623.9875553,CFU,sp
1759,87,4,10.27,2.269280721671142,PFU,sp
1760,88,0,9.81,862094418.6826407,CFU,wt
1761,88,0,10.09,15.144175728699977,PFU,wt
1762,88,0,10.13,631220775.2622567,CFU,sp
1763,88,0,10.05,2.1225049833744496,PFU,sp
1764,88,1,9.91,877425943.1087157,CFU,wt
1765,88,1,9.85,14.09263062625721,PFU,wt
1766,88,1,10.13,631220775.2622567,CFU,sp
1767,88,1,10.48,2.416161395147008,PFU,sp
1768,88,2,10.31,936742292.29243,CFU,wt
1769,88,2,9.5,12.637206328874479,PFU,wt
1770,88,2,9.83,589015048.971146,CFU,sp
1771,88,2,10.32,2.303648923912703,PFU,sp
1772,88,3,9.63,834067468.0867445,CFU,wt
1773,88,3,9.96,14.569282799514133,PFU,wt
1774,88,3,10.42,672858731.2190572,CFU,sp
1775,88,3,9.69,1.8977212598789999,PFU,sp
1776,88,4,10.09,904539280.502946,CFU,wt
1777,88,4,10.13,15.323556446254667,PFU,wt
1778,88,4,9.9,598771271.629141,CFU,sp
1779,88,4,9.68,1.8917457299881903,PFU,sp
1780,89,0,9.51,815111011.1502727,CFU,wt
1781,89,0,9.98,14.656916334109104,PFU,wt
1782,89,0,10.13,631220775.2622567,CFU,sp
1783,89,0,9.75,1.9338764258269734,PFU,sp
1784,89,1,9.97,886535303.4868376,CFU,wt
1785,89,1,9.700000000000001,13.457363512592579,PFU,wt
1786,89,1,10.4,669965554.0541176,CFU,sp
1787,89,1,9.5,1.78662483856921,PFU,sp
1788,89,2,10.06,900065983.7588294,CFU,wt
1789,89,2,10.25,15.86863000573792,PFU,wt
1790,89,2,10.4,669965554.0541176,CFU,sp
1791,89,2,10.32,2.303648923912703,PFU,sp
1792,89,3,10.13,910474040.0766499,CFU,wt
1793,89,3,9.91,14.351500658534222,PFU,wt
1794,89,3,9.66,565581490.232745,CFU,sp
1795,89,3,9.870000000000001,2.0077490782637892,PFU,sp
1796,89,4,10.34,941047752.1420034,CFU,wt
1797,89,4,9.72,13.54107563974984,PFU,wt
1798,89,4,10.19,639775626.5567847,CFU,sp
1799,89,4,9.96,2.064531567929469,PFU,sp
1800,90,0,9.64,835637917.5720638,CFU,wt
1801,90,0,10.28,16.006506805325788,PFU,wt
1802,90,0,9.61,558763749.0894246,CFU,sp
1803,90,0,10.19,2.2150719556052456,PFU,sp
1804,90,1,9.56,823033724.6464955,CFU,wt
1805,90,1,9.61,13.084461993075369,PFU,wt
1806,90,1,9.81,586238656.8966845,CFU,sp
1807,90,1,10.1,2.155230054096748,PFU,sp
1808,90,2,9.67,840340228.6472453,CFU,wt
1809,90,2,10.01,14.788922008062805,PFU,wt
1810,90,2,10.25,648363701.8669971,CFU,sp
1811,90,2,10.040000000000001,2.1160044232440085,PFU,sp
1812,90,3,9.99,889556191.2544571,CFU,wt
1813,90,3,10.120000000000001,15.278602242076394,PFU,wt
1814,90,3,9.81,586238656.8966845,CFU,sp
1815,90,3,10.18,2.208363205441945,PFU,sp
1816,90,4,9.63,834067468.0867445,CFU,wt
1817,90,4,10.34,16.284168449740495,PFU,wt
1818,90,4,10.38,667075247.0725609,CFU,sp
1819,90,4,10.43,2.3805853316478496,PFU,sp
1820,91,0,10.08,903050278.4456488,CFU,wt
1821,91,0,9.540000000000001,12.798755850658885,PFU,wt
1822,91,0,9.81,586238656.8966845,CFU,sp
1823,91,0,9.84,1.9890847362881583,PFU,sp
1824,91,1,9.94,881989280.8423325,CFU,wt
1825,91,1,10.24,15.822813196599881,PFU,wt
1826,91,1,9.64,562850179.9905821,CFU,sp
1827,91,1,9.59,1.8386096863768955,PFU,sp
1828,91,2,10.35,942478144.5060289,CFU,wt
1829,91,2,9.64,13.208069137800392,PFU,wt
1830,91,2,9.98,609992309.8908358,CFU,sp
1831,91,2,9.89,2.020264928579003,PFU,sp
1832,91,3,9.72,848146382.3140684,CFU,wt
1833,91,3,10.07,15.054922553125454,PFU,wt
1834,91,3,10.14,632644189.539313,CFU,sp
1835,91,3,9.91,2.032839258765961,PFU,sp
1836,91,4,9.74,851257634.2383628,CFU,wt
1837,91,4,10.16,15.458853621820715,PFU,wt
1838,91,4,9.93,602970495.2419388,CFU,sp
1839,91,4,9.51,1.7923444237054276,PFU,sp
1840,92,0,10.47,959453153.7804425,CFU,wt
1841,92,0,9.85,14.09263062625721,PFU,wt
1842,92,0,9.98,609992309.8908358,CFU,sp
1843,92,0,10.1,2.155230054096748,PFU,sp
1844,92,1,10.44,955242656.560186,CFU,wt
1845,92,1,9.73,13.583046462847301,PFU,wt
1846,92,1,10.34,661303563.1509303,CFU,sp
1847,92,1,10.46,2.4018855002849073,PFU,sp
1848,92,2,9.63,834067468.0867445,CFU,wt
1849,92,2,10.11,15.233720648428031,PFU,wt
1850,92,2,9.97,608585677.2999554,CFU,sp
1851,92,2,10.370000000000001,2.3383935483459957,PFU,sp
1852,92,3,10.23,925158118.7328824,CFU,wt
1853,92,3,9.57,12.92073565406688,PFU,wt
1854,92,3,9.790000000000001,583467322.3669512,CFU,sp
1855,92,3,9.74,1.9278145450434554,PFU,sp
1856,92,4,10.450000000000001,956648649.4802656,CFU,wt
1857,92,4,10.48,16.94180919815293,PFU,wt
1858,92,4,10.43,674306371.044318,CFU,sp
1859,92,4,9.65,1.8739051423350492,PFU,sp
1860,93,0,10.290000000000001,933860184.0165012,CFU,wt
1861,93,0,9.88,14.221727876290752,PFU,wt
1862,93,0,9.91,600169836.9108927,CFU,sp
1863,93,0,10.11,2.1618195956352046,PFU,sp
1864,93,1,9.65,837206870.9774934,CFU,wt
1865,93,1,9.870000000000001,14.178620275002961,PFU,wt
1866,93,1,9.94,604372570.7903229,CFU,sp
1867,93,1,9.67,1.8857845432093363,PFU,sp
1868,93,2,9.6,829347296.4933684,CFU,wt
1869,93,2,9.94,14.481946400262409,PFU,wt
1870,93,2,9.59,556046575.0697403,CFU,sp
1871,93,2,10.07,2.1355505259067873,PFU,sp
1872,93,3,10.39,948175646.8602537,CFU,wt
1873,93,3,9.96,14.569282799514133,PFU,wt
1874,93,3,10.48,681554679.4014564,CFU,sp
1875,93,3,9.99,2.0837233000146513,PFU,sp
1876,93,4,9.89,874374275.4966784,CFU,wt
1877,93,4,10.07,15.054922553125454,PFU,wt
1878,93,4,10.46,678653374.6484076,CFU,sp
1879,93,4,10.01,2.0965914577956117,PFU,sp
1880,94,0,9.83,865175140.3770976,CFU,wt
1881,94,0,10.24,15.822813196599881,PFU,wt
1882,94,0,10.46,678653374.6484076,CFU,sp
1883,94,0,10.38,2.3453877301376194,PFU,sp
1884,94,1,10.4,949593957.4233278,CFU,wt
1885,94,1,9.88,14.221727876290752,PFU,wt
1886,94,1,9.64,562850179.9905821,CFU,sp
1887,94,1,10.26,2.262452162192376,PFU,sp
1888,94,2,10.33,939614972.6696973,CFU,wt
1889,94,2,9.71,13.499181295462542,PFU,wt
1890,94,2,9.68,568318345.8691064,CFU,sp
1891,94,2,10.06,2.1290203473691904,PFU,sp
1892,94,3,9.83,865175140.3770976,CFU,wt
1893,94,3,9.53,12.758251523651435,PFU,wt
1894,94,3,10.07,622701189.1182187,CFU,sp
1895,94,3,10.08,2.142095529568214,PFU,sp
1896,94,4,9.92,878948957.5501267,CFU,wt
1897,94,4,10.16,15.458853621820715,PFU,wt
1898,94,4,10.21,642634728.5465033,CFU,sp
1899,94,4,9.83,1.9828924210665455,PFU,sp
1900,95,0,10.46,958052151.5246236,CFU,wt
1901,95,0,10.23,15.777067643942512,PFU,wt
1902,95,0,9.64,562850179.9905821,CFU,sp
1903,95,0,10.44,2.3876702401623247,PFU,sp
1904,95,1,9.98,888046735.4057192,CFU,wt
1905,95,1,9.56,12.879997985898708,PFU,wt
1906,95,1,9.74,576561550.16902,CFU,sp
1907,95,1,9.790000000000001,1.9582684802469414,PFU,sp
1908,95,2,9.870000000000001,871315179.6001583,CFU,wt
1909,95,2,10.27,15.960476927299679,PFU,wt
1910,95,2,10.32,658422345.1101258,CFU,sp
1911,95,2,9.85,1.9952916091405475,PFU,sp
1912,95,3,10.200000000000001,920776257.4253217,CFU,wt
1913,95,3,10.34,16.284168449740495,PFU,wt
1914,95,3,10.0,612808917.2196454,CFU,sp
1915,95,3,9.61,1.850317830059554,PFU,sp
1916,95,4,9.59,827771016.3369578,CFU,wt
1917,95,4,10.36,16.37728416856217,PFU,wt
1918,95,4,10.24,646930136.3981134,CFU,sp
1919,95,4,9.870000000000001,2.0077490782637892,PFU,sp
1920,96,0,9.75,852810799.1297272,CFU,wt
1921,96,0,10.07,15.054922553125454,PFU,wt
1922,96,0,9.97,608585677.2999554,CFU,sp
1923,96,0,9.99,2.0837233000146513,PFU,sp
1924,96,1,10.05,898570715.459231,CFU,wt
1925,96,1,10.1,15.188911774451281,PFU,wt
1926,96,1,10.27,651233419.1159284,CFU,sp
1927,96,1,10.08,2.142095529568214,PFU,sp
1928,96,2,10.35,942478144.5060289,CFU,wt
1929,96,2,10.1,15.188911774451281,PFU,wt
1930,96,2,9.72,573808439.9068229,CFU,sp
1931,96,2,10.15,2.1883265268374097,PFU,sp
1932,96,3,10.41,951009822.9787076,CFU,wt
1933,96,3,9.85,14.09263062625721,PFU,wt
1934,96,3,10.24,646930136.3981134,CFU,sp
1935,96,3,9.69,1.8977212598789999,PFU,sp
1936,96,4,9.75,852810799.1297272,CFU,wt
1937,96,4,9.97,14.613062474763932,PFU,wt
1938,96,4,10.02,615629920.9113946,CFU,sp
1939,96,4,9.790000000000001,1.9582684802469414,PFU,sp
1940,97,0,10.4,949593957.4233278,CFU,wt
1941,97,0,9.51,12.677476695101348,PFU,wt
1942,97,0,9.66,565581490.232745,CFU,sp
1943,97,0,9.75,1.9338764258269734,PFU,sp
1944,97,1,10.07,901559175.4893551,CFU,wt
1945,97,1,10.4,16.56435253013662,PFU,wt
1946,97,1,9.93,602970495.2419388,CFU,sp
1947,97,1,10.25,2.2556386099497834,PFU,sp
1948,97,2,9.66,838774313.0619631,CFU,wt
1949,97,2,9.83,14.006942334233644,PFU,wt
1950,97,2,9.51,545236102.1188676,CFU,sp
1951,97,2,10.11,2.1618195956352046,PFU,sp
1952,97,3,9.69,843467419.9247674,CFU,wt
1953,97,3,10.19,15.59480030748533,PFU,wt
1954,97,3,10.09,625537008.2506065,CFU,sp
1955,97,3,9.78,1.952148760214323,PFU,sp
1956,97,4,10.18,917843798.1328845,CFU,wt
1957,97,4,10.47,16.89438664444527,PFU,wt
1958,97,4,10.13,631220775.2622567,CFU,sp
1959,97,4,9.75,1.9338764258269734,PFU,sp
1960,98,0,10.36,943906139.8961943,CFU,wt
1961,98,0,10.450000000000001,16.799747022348743,PFU,wt
1962,98,0,10.39,668520036.7853725,CFU,sp
1963,98,0,10.0,2.0901500043958743,PFU,sp
1964,98,1,10.48,960851647.4219812,CFU,wt
1965,98,1,10.06,15.010405637434095,PFU,wt
1966,98,1,9.85,591796431.1990068,CFU,sp
1967,98,1,9.83,1.9828924210665455,PFU,sp
1968,98,2,10.38,946754900.7233524,CFU,wt
1969,98,2,10.42,16.65830320184622,PFU,wt
1970,98,2,9.88,595977712.3465495,CFU,sp
1971,98,2,9.78,1.952148760214323,PFU,sp
1972,98,3,10.21,922239132.60098,CFU,wt
1973,98,3,10.02,14.833071591952354,PFU,wt
1974,98,3,9.69,569688833.479197,CFU,sp
1975,98,3,10.03,2.109518656202034,PFU,sp
1976,98,4,10.1,906026169.6171653,CFU,wt
1977,98,4,10.08,15.099512619136053,PFU,wt
1978,98,4,9.89,597373893.8841513,CFU,sp
1979,98,4,9.96,2.064531567929469,PFU,sp
1980,99,0,10.040000000000001,897073382.8758206,CFU,wt
1981,99,0,10.33,16.23771563322219,PFU,wt
1982,99,0,10.13,631220775.2622567,CFU,sp
1983,99,0,10.290000000000001,2.2829828965113816,PFU,sp
1984,99,1,10.01,892569123.470495,CFU,wt
1985,99,1,10.26,15.914517954949915,PFU,wt
1986,99,1,10.36,664187890.2310096,CFU,sp
1987,99,1,10.34,2.3175015474069998,PFU,sp
1988,99,2,10.46,958052151.5246236,CFU,wt
1989,99,2,9.74,13.625093681413588,PFU,wt
1990,99,2,9.97,608585677.2999554,CFU,sp
1991,99,2,9.72,1.9157340483729457,PFU,sp
1992,99,3,9.68,841904602.6184922,CFU,wt
1993,99,3,10.35,16.33069133535699,PFU,wt
1994,99,3,10.33,659862560.5594113,CFU,sp
1995,99,3,9.700000000000001,1.903711146939256,PFU,sp
1996,99,4,10.33,939614972.6696973,CFU,wt
1997,99,4,10.44,16.75253020764834,PFU,wt
1998,99,4,10.07,622701189.1182187,CFU,sp
1999,99,4,10.41,2.3664609238126335,PFU,sp
