,Time,Concentration,Bioagent,Type
10049,30.47,1539064340.3767796,CFU,sp
10050,30.48,1539067905.619143,CFU,sp
10051,30.490000000000002,1539071457.2846837,CFU,sp
10052,30.5,1539074995.4250414,CFU,sp
10053,30.51,1539078520.0916598,CFU,sp
10054,30.52,1539082031.3357873,CFU,sp
10055,30.53,1539085529.208478,CFU,sp
10056,30.54,1539089013.760592,CFU,sp
10057,30.55,1539092485.0427969,CFU,sp
10058,30.560000000000002,1539095943.1055677,CFU,sp
10059,30.57,1539099387.999188,CFU,sp
10060,30.580000000000002,1539102819.7737503,CFU,sp
10061,30.59,1539106238.4791574,CFU,sp
10062,30.6,1539109644.1651223,CFU,sp
10063,30.61,1539113036.8811696,CFU,sp
10064,30.62,1539116416.6766362,CFU,sp
10065,30.63,1539119783.6006713,CFU,sp
10066,30.64,1539123137.7022378,CFU,sp
10067,30.650000000000002,1539126479.0301125,CFU,sp
10068,30.66,1539129807.6328874,CFU,sp
10069,30.67,1539133123.5589702,CFU,sp
10070,30.68,1539136426.856584,CFU,sp
10071,30.69,1539139717.5737703,CFU,sp
10072,30.7,1539142995.758387,CFU,sp
10073,30.71,1539146261.458111,CFU,sp
10074,30.72,1539149514.720438,CFU,sp
10075,30.73,1539152755.5926833,CFU,sp
10076,30.740000000000002,1539155984.1219828,CFU,sp
10077,30.75,1539159200.3552933,CFU,sp
10078,30.76,1539162404.3393936,CFU,sp
10079,30.77,1539165596.120885,CFU,sp
10080,30.78,1539168775.746191,CFU,sp
10081,30.79,1539171943.26156,CFU,sp
10082,30.8,1539175098.7130647,CFU,sp
10083,30.810000000000002,1539178242.146602,CFU,sp
10084,30.82,1539181373.6078956,CFU,sp
10085,30.830000000000002,1539184493.1424947,CFU,sp
10086,30.84,1539187600.7957766,CFU,sp
10087,30.85,1539190696.612945,CFU,sp
10088,30.86,1539193780.6390336,CFU,sp
10089,30.87,1539196852.9189034,CFU,sp
10090,30.88,1539199913.497246,CFU,sp
10091,30.89,1539202962.4185839,CFU,sp
10092,30.900000000000002,1539205999.7272694,CFU,sp
10093,30.91,1539209025.467487,CFU,sp
10094,30.92,1539212039.683253,CFU,sp
10095,30.93,1539215042.4184175,CFU,sp
10096,30.94,1539218033.7166626,CFU,sp
10097,30.95,1539221013.6215062,CFU,sp
10098,30.96,1539223982.1763,CFU,sp
10099,30.970000000000002,1539226939.4242308,CFU,sp
10100,30.98,1539229885.4083223,CFU,sp
10101,30.990000000000002,1539232820.1714342,CFU,sp
10102,31.0,1539235743.7562635,CFU,sp
10103,31.01,1539238656.2053454,CFU,sp
10104,31.02,1539241557.5610528,CFU,sp
10105,31.03,1539244447.865599,CFU,sp
10106,31.04,1539247327.1610355,CFU,sp
10107,31.05,1539250195.4892554,CFU,sp
10108,31.060000000000002,1539253052.8919914,CFU,sp
10109,31.07,1539255899.410819,CFU,sp
10110,31.080000000000002,1539258735.0871549,CFU,sp
10111,31.09,1539261559.9622588,CFU,sp
10112,31.1,1539264374.0772338,CFU,sp
10113,31.11,1539267177.4730265,CFU,sp
10114,31.12,1539269970.190429,CFU,sp
10115,31.13,1539272752.2700768,CFU,sp
10116,31.14,1539275523.7524526,CFU,sp
10117,31.150000000000002,1539278284.6778843,CFU,sp
10118,31.16,1539281035.0865474,CFU,sp
10119,31.17,1539283775.018464,CFU,sp
10120,31.18,1539286504.513505,CFU,sp
10121,31.19,1539289223.6113892,CFU,sp
10122,31.2,1539291932.3516848,CFU,sp
10123,31.21,1539294630.77381,CFU,sp
10124,31.220000000000002,1539297318.9170325,CFU,sp
10125,31.23,1539299996.8204713,CFU,sp
10126,31.240000000000002,1539302664.5230973,CFU,sp
10127,31.25,1539305322.0637321,CFU,sp
10128,31.26,1539307969.4810507,CFU,sp
10129,31.27,1539310606.8135815,CFU,sp
10130,31.28,1539313234.0997055,CFU,sp
10131,31.29,1539315851.3776584,CFU,sp
10132,31.3,1539318458.6855311,CFU,sp
10133,31.310000000000002,1539321056.061269,CFU,sp
10134,31.32,1539323643.5426738,CFU,sp
10135,31.330000000000002,1539326221.1674035,CFU,sp
10136,31.34,1539328788.9729729,CFU,sp
10137,31.35,1539331346.9967542,CFU,sp
10138,31.36,1539333895.2759783,CFU,sp
10139,31.37,1539336433.8477335,CFU,sp
10140,31.38,1539338962.7489681,CFU,sp
10141,31.39,1539341482.0164897,CFU,sp
10142,31.400000000000002,1539343991.686966,CFU,sp
10143,31.41,1539346491.7969253,CFU,sp
10144,31.42,1539348982.3827574,CFU,sp
10145,31.43,1539351463.4807136,CFU,sp
10146,31.44,1539353935.1269073,CFU,sp
10147,31.45,1539356397.3573155,CFU,sp
10148,31.46,1539358850.2077773,CFU,sp
10149,31.470000000000002,1539361293.7139962,CFU,sp
10150,31.48,1539363727.91154,CFU,sp
10151,31.490000000000002,1539366152.8358414,CFU,sp
10152,31.5,1539368568.5221984,CFU,sp
10153,31.51,1539370975.005775,CFU,sp
10154,31.52,1539373372.3216012,CFU,sp
10155,31.53,1539375760.5045743,CFU,sp
10156,31.54,1539378139.5894587,CFU,sp
10157,31.55,1539380509.6108866,CFU,sp
10158,31.560000000000002,1539382870.6033592,CFU,sp
10159,31.57,1539385222.6012456,CFU,sp
10160,31.580000000000002,1539387565.6387851,CFU,sp
10161,31.59,1539389899.7500863,CFU,sp
10162,31.6,1539392224.9691286,CFU,sp
10163,31.61,1539394541.3297622,CFU,sp
10164,31.62,1539396848.8657086,CFU,sp
10165,31.63,1539399147.610561,CFU,sp
10166,31.64,1539401437.5977848,CFU,sp
10167,31.650000000000002,1539403718.8607185,CFU,sp
10168,31.66,1539405991.4325738,CFU,sp
10169,31.67,1539408255.3464363,CFU,sp
10170,31.68,1539410510.6352656,CFU,sp
10171,31.69,1539412757.331896,CFU,sp
10172,31.7,1539414995.4690373,CFU,sp
10173,31.71,1539417225.0792747,CFU,sp
10174,31.720000000000002,1539419446.1950696,CFU,sp
10175,31.73,1539421658.84876,CFU,sp
10176,31.740000000000002,1539423863.072561,CFU,sp
10177,31.75,1539426058.8985653,CFU,sp
10178,31.76,1539428246.3587437,CFU,sp
10179,31.77,1539430425.4849448,CFU,sp
10180,31.78,1539432596.3088973,CFU,sp
10181,31.79,1539434758.8622081,CFU,sp
10182,31.8,1539436913.176365,CFU,sp
10183,31.810000000000002,1539439059.282735,CFU,sp
10184,31.82,1539441197.2125666,CFU,sp
10185,31.830000000000002,1539443326.9969897,CFU,sp
10186,31.84,1539445448.6670153,CFU,sp
10187,31.85,1539447562.2535365,CFU,sp
10188,31.86,1539449667.7873292,CFU,sp
10189,31.87,1539451765.2990525,CFU,sp
10190,31.88,1539453854.8192484,CFU,sp
10191,31.89,1539455936.3783433,CFU,sp
10192,31.900000000000002,1539458010.0066476,CFU,sp
10193,31.91,1539460075.7343564,CFU,sp
10194,31.92,1539462133.5915504,CFU,sp
10195,31.93,1539464183.6081955,CFU,sp
10196,31.94,1539466225.8141441,CFU,sp
10197,31.95,1539468260.2391346,CFU,sp
10198,31.96,1539470286.9127927,CFU,sp
10199,31.970000000000002,1539472305.8646312,CFU,sp
10200,31.98,1539474317.1240509,CFU,sp
10201,31.990000000000002,1539476320.7203407,CFU,sp
10202,32.0,1539478316.6826785,CFU,sp
10203,32.01,1539480305.0401304,CFU,sp
10204,32.02,1539482285.821653,CFU,sp
10205,32.03,1539484259.0560918,CFU,sp
10206,32.04,1539486224.7721834,CFU,sp
10207,32.05,1539488182.998555,CFU,sp
10208,32.06,1539490133.763724,CFU,sp
10209,32.07,1539492077.0961013,CFU,sp
10210,32.08,1539494013.0239878,CFU,sp
10211,32.09,1539495941.575578,CFU,sp
10212,32.1,1539497862.7789583,CFU,sp
10213,32.11,1539499776.6621091,CFU,sp
10214,32.12,1539501683.252904,CFU,sp
10215,32.13,1539503582.5791109,CFU,sp
10216,32.14,1539505474.6683917,CFU,sp
10217,32.15,1539507359.548303,CFU,sp
10218,32.160000000000004,1539509237.2462971,CFU,sp
10219,32.17,1539511107.789722,CFU,sp
10220,32.18,1539512971.205821,CFU,sp
10221,32.19,1539514827.521734,CFU,sp
10222,32.2,1539516676.7644982,CFU,sp
10223,32.21,1539518518.9610476,CFU,sp
10224,32.22,1539520354.1382139,CFU,sp
10225,32.230000000000004,1539522182.322726,CFU,sp
10226,32.24,1539524003.5412126,CFU,sp
10227,32.25,1539525817.8202,CFU,sp
10228,32.26,1539527625.1861136,CFU,sp
10229,32.27,1539529425.665279,CFU,sp
10230,32.28,1539531219.2839212,CFU,sp
10231,32.29,1539533006.0681658,CFU,sp
10232,32.3,1539534786.0440383,CFU,sp
10233,32.31,1539536559.2374659,CFU,sp
10234,32.32,1539538325.674277,CFU,sp
10235,32.33,1539540085.380202,CFU,sp
10236,32.34,1539541838.380873,CFU,sp
10237,32.35,1539543584.7018247,CFU,sp
10238,32.36,1539545324.3684945,CFU,sp
10239,32.37,1539547057.4062235,CFU,sp
10240,32.38,1539548783.8402567,CFU,sp
10241,32.39,1539550503.695742,CFU,sp
10242,32.4,1539552216.9977322,CFU,sp
10243,32.410000000000004,1539553923.7711854,CFU,sp
10244,32.42,1539555624.0409636,CFU,sp
10245,32.43,1539557317.831835,CFU,sp
10246,32.44,1539559005.1684737,CFU,sp
10247,32.45,1539560686.0754595,CFU,sp
10248,32.46,1539562360.5772784,CFU,sp
10249,32.47,1539564028.6983242,CFU,sp
10250,32.480000000000004,1539565690.4628973,CFU,sp
10251,32.49,1539567345.8952057,CFU,sp
10252,32.5,1539568995.0193655,CFU,sp
10253,32.51,1539570637.8594007,CFU,sp
10254,32.52,1539572274.4392443,CFU,sp
10255,32.53,1539573904.782738,CFU,sp
10256,32.54,1539575528.9136329,CFU,sp
10257,32.55,1539577146.8555896,CFU,sp
10258,32.56,1539578758.6321795,CFU,sp
10259,32.57,1539580364.266883,CFU,sp
10260,32.58,1539581963.7830918,CFU,sp
10261,32.59,1539583557.2041087,CFU,sp
10262,32.6,1539585144.5531483,CFU,sp
10263,32.61,1539586725.8533356,CFU,sp
10264,32.62,1539588301.127709,CFU,sp
10265,32.63,1539589870.399218,CFU,sp
10266,32.64,1539591433.690726,CFU,sp
10267,32.65,1539592991.0250087,CFU,sp
10268,32.660000000000004,1539594542.424755,CFU,sp
10269,32.67,1539596087.912568,CFU,sp
10270,32.68,1539597627.5109646,CFU,sp
10271,32.69,1539599161.2423759,CFU,sp
10272,32.7,1539600689.1291475,CFU,sp
10273,32.71,1539602211.1935406,CFU,sp
10274,32.72,1539603727.457731,CFU,sp
10275,32.730000000000004,1539605237.9438107,CFU,sp
10276,32.74,1539606742.673787,CFU,sp
10277,32.75,1539608241.6695848,CFU,sp
10278,32.76,1539609734.9530435,CFU,sp
10279,32.77,1539611222.5459208,CFU,sp
10280,32.78,1539612704.469892,CFU,sp
10281,32.79,1539614180.7465484,CFU,sp
10282,32.8,1539615651.3974006,CFU,sp
10283,32.81,1539617116.4438767,CFU,sp
10284,32.82,1539618575.907323,CFU,sp
10285,32.83,1539620029.8090053,CFU,sp
10286,32.84,1539621478.1701076,CFU,sp
10287,32.85,1539622921.011734,CFU,sp
10288,32.86,1539624358.3549082,CFU,sp
10289,32.87,1539625790.2205737,CFU,sp
10290,32.88,1539627216.6295943,CFU,sp
10291,32.89,1539628637.6027546,CFU,sp
10292,32.9,1539630053.1607597,CFU,sp
10293,32.910000000000004,1539631463.3242364,CFU,sp
10294,32.92,1539632868.1137328,CFU,sp
10295,32.93,1539634267.5497189,CFU,sp
10296,32.94,1539635661.6525865,CFU,sp
10297,32.95,1539637050.44265,CFU,sp
10298,32.96,1539638433.9401467,CFU,sp
10299,32.97,1539639812.1652367,CFU,sp
10300,32.980000000000004,1539641185.138003,CFU,sp
10301,32.99,1539642552.878453,CFU,sp
10302,33.0,1539643915.4065173,CFU,sp
10303,33.01,1539645272.7420506,CFU,sp
10304,33.02,1539646624.9048326,CFU,sp
10305,33.03,1539647971.9145675,CFU,sp
10306,33.04,1539649313.790884,CFU,sp
10307,33.05,1539650650.5533369,CFU,sp
10308,33.06,1539651982.221406,CFU,sp
10309,33.07,1539653308.8144972,CFU,sp
10310,33.08,1539654630.3519428,CFU,sp
10311,33.09,1539655946.8530009,CFU,sp
10312,33.1,1539657258.3368566,CFU,sp
10313,33.11,1539658564.8226223,CFU,sp
10314,33.12,1539659866.3293371,CFU,sp
10315,33.13,1539661162.875968,CFU,sp
10316,33.14,1539662454.48141,CFU,sp
10317,33.15,1539663741.1644855,CFU,sp
10318,33.160000000000004,1539665022.943946,CFU,sp
10319,33.17,1539666299.838471,CFU,sp
10320,33.18,1539667571.8666694,CFU,sp
10321,33.19,1539668839.047079,CFU,sp
10322,33.2,1539670101.3981674,CFU,sp
10323,33.21,1539671358.9383314,CFU,sp
10324,33.22,1539672611.685898,CFU,sp
10325,33.230000000000004,1539673859.6591246,CFU,sp
10326,33.24,1539675102.8761988,CFU,sp
10327,33.25,1539676341.3552392,CFU,sp
10328,33.26,1539677575.1142952,CFU,sp
10329,33.27,1539678804.171348,CFU,sp
10330,33.28,1539680028.54431,CFU,sp
10331,33.29,1539681248.2510254,CFU,sp
10332,33.3,1539682463.3092704,CFU,sp
10333,33.31,1539683673.7367537,CFU,sp
10334,33.32,1539684879.5511167,CFU,sp
10335,33.33,1539686080.7699332,CFU,sp
10336,33.34,1539687277.4107108,CFU,sp
10337,33.35,1539688469.4908898,CFU,sp
10338,33.36,1539689657.0278444,CFU,sp
10339,33.37,1539690840.0388827,CFU,sp
10340,33.38,1539692018.5412471,CFU,sp
10341,33.39,1539693192.5521135,CFU,sp
10342,33.4,1539694362.0885937,CFU,sp
10343,33.410000000000004,1539695527.1677334,CFU,sp
10344,33.42,1539696687.8065138,CFU,sp
10345,33.43,1539697844.0218513,CFU,sp
10346,33.44,1539698995.830598,CFU,sp
10347,33.45,1539700143.2495422,CFU,sp
10348,33.46,1539701286.2954073,CFU,sp
10349,33.47,1539702424.9848537,CFU,sp
10350,33.480000000000004,1539703559.3344789,CFU,sp
10351,33.49,1539704689.3608162,CFU,sp
10352,33.5,1539705815.0803368,CFU,sp
10353,33.51,1539706936.5094483,CFU,sp
10354,33.52,1539708053.6644964,CFU,sp
10355,33.53,1539709166.561765,CFU,sp
10356,33.54,1539710275.2174752,CFU,sp
10357,33.55,1539711379.6477869,CFU,sp
10358,33.56,1539712479.8687975,CFU,sp
10359,33.57,1539713575.896545,CFU,sp
10360,33.58,1539714667.7470045,CFU,sp
10361,33.59,1539715755.4360912,CFU,sp
10362,33.6,1539716838.9796593,CFU,sp
10363,33.61,1539717918.3935032,CFU,sp
10364,33.62,1539718993.6933565,CFU,sp
10365,33.63,1539720064.8948934,CFU,sp
10366,33.64,1539721132.0137281,CFU,sp
10367,33.65,1539722195.0654156,CFU,sp
10368,33.660000000000004,1539723254.0654516,CFU,sp
10369,33.67,1539724309.0292728,CFU,sp
10370,33.68,1539725359.9722567,CFU,sp
10371,33.69,1539726406.909723,CFU,sp
10372,33.7,1539727449.8569329,CFU,sp
10373,33.71,1539728488.8290892,CFU,sp
10374,33.72,1539729523.841337,CFU,sp
10375,33.730000000000004,1539730554.9087632,CFU,sp
10376,33.74,1539731582.0463984,CFU,sp
10377,33.75,1539732605.269215,CFU,sp
10378,33.76,1539733624.592129,CFU,sp
10379,33.77,1539734640.029999,CFU,sp
10380,33.78,1539735651.5976272,CFU,sp
10381,33.79,1539736659.30976,CFU,sp
10382,33.8,1539737663.181087,CFU,sp
10383,33.81,1539738663.2262423,CFU,sp
10384,33.82,1539739659.459804,CFU,sp
10385,33.83,1539740651.8962946,CFU,sp
10386,33.84,1539741640.5501819,CFU,sp
10387,33.85,1539742625.4358776,CFU,sp
10388,33.86,1539743606.5677397,CFU,sp
10389,33.87,1539744583.9600706,CFU,sp
10390,33.88,1539745557.6271186,CFU,sp
10391,33.89,1539746527.5830781,CFU,sp
10392,33.9,1539747493.842089,CFU,sp
10393,33.910000000000004,1539748456.4182372,CFU,sp
10394,33.92,1539749415.3255556,CFU,sp
10395,33.93,1539750370.5780227,CFU,sp
10396,33.94,1539751322.1895647,CFU,sp
10397,33.95,1539752270.1740546,CFU,sp
10398,33.96,1539753214.5453124,CFU,sp
10399,33.97,1539754155.3171053,CFU,sp
10400,33.980000000000004,1539755092.5031483,CFU,sp
10401,33.99,1539756026.1171043,CFU,sp
10402,34.0,1539756956.1725836,CFU,sp
10403,34.01,1539757882.6831453,CFU,sp
10404,34.02,1539758805.662297,CFU,sp
10405,34.03,1539759725.123494,CFU,sp
10406,34.04,1539760641.080141,CFU,sp
10407,34.05,1539761553.5455918,CFU,sp
10408,34.06,1539762462.533149,CFU,sp
10409,34.07,1539763368.0560646,CFU,sp
10410,34.08,1539764270.1275399,CFU,sp
10411,34.09,1539765168.7607262,CFU,sp
10412,34.1,1539766063.9687252,CFU,sp
10413,34.11,1539766955.764588,CFU,sp
10414,34.12,1539767844.1613162,CFU,sp
10415,34.13,1539768729.1718616,CFU,sp
10416,34.14,1539769610.8091273,CFU,sp
10417,34.15,1539770489.085967,CFU,sp
10418,34.160000000000004,1539771364.0151856,CFU,sp
10419,34.17,1539772235.6095383,CFU,sp
10420,34.18,1539773103.8817332,CFU,sp
10421,34.19,1539773968.844429,CFU,sp
10422,34.2,1539774830.5102363,CFU,sp
10423,34.21,1539775688.891718,CFU,sp
10424,34.22,1539776544.0013888,CFU,sp
10425,34.230000000000004,1539777395.8517163,CFU,sp
10426,34.24,1539778244.45512,CFU,sp
10427,34.25,1539779089.8239727,CFU,sp
10428,34.26,1539779931.9705994,CFU,sp
10429,34.27,1539780770.9072783,CFU,sp
10430,34.28,1539781606.6462414,CFU,sp
10431,34.29,1539782439.199674,CFU,sp
10432,34.300000000000004,1539783268.5797138,CFU,sp
10433,34.31,1539784094.7984543,CFU,sp
10434,34.32,1539784917.8679414,CFU,sp
10435,34.33,1539785737.8001752,CFU,sp
10436,34.34,1539786554.6071112,CFU,sp
10437,34.35,1539787368.3006585,CFU,sp
10438,34.36,1539788178.8926804,CFU,sp
10439,34.37,1539788986.3949964,CFU,sp
10440,34.38,1539789790.8193796,CFU,sp
10441,34.39,1539790592.1775594,CFU,sp
10442,34.4,1539791390.4812195,CFU,sp
10443,34.410000000000004,1539792185.7419999,CFU,sp
10444,34.42,1539792977.9714959,CFU,sp
10445,34.43,1539793767.1812584,CFU,sp
10446,34.44,1539794553.3827953,CFU,sp
10447,34.45,1539795336.5875697,CFU,sp
10448,34.46,1539796116.8070009,CFU,sp
10449,34.47,1539796894.0524657,CFU,sp
10450,34.480000000000004,1539797668.3352964,CFU,sp
10451,34.49,1539798439.6667833,CFU,sp
10452,34.5,1539799208.058173,CFU,sp
10453,34.51,1539799973.5206692,CFU,sp
10454,34.52,1539800736.065433,CFU,sp
10455,34.53,1539801495.7035837,CFU,sp
10456,34.54,1539802252.446197,CFU,sp
10457,34.550000000000004,1539803006.3043075,CFU,sp
10458,34.56,1539803757.288907,CFU,sp
10459,34.57,1539804505.4109466,CFU,sp
10460,34.58,1539805250.681334,CFU,sp
10461,34.59,1539805993.1109364,CFU,sp
10462,34.6,1539806732.7105799,CFU,sp
10463,34.61,1539807469.4910486,CFU,sp
10464,34.62,1539808203.463086,CFU,sp
10465,34.63,1539808934.6373937,CFU,sp
10466,34.64,1539809663.0246344,CFU,sp
10467,34.65,1539810388.6354287,CFU,sp
10468,34.660000000000004,1539811111.4803572,CFU,sp
10469,34.67,1539811831.56996,CFU,sp
10470,34.68,1539812548.9147377,CFU,sp
10471,34.69,1539813263.52515,CFU,sp
10472,34.7,1539813975.4116173,CFU,sp
10473,34.71,1539814684.58452,CFU,sp
10474,34.72,1539815391.0541997,CFU,sp
10475,34.730000000000004,1539816094.8309577,CFU,sp
10476,34.74,1539816795.9250562,CFU,sp
10477,34.75,1539817494.3467193,CFU,sp
10478,34.76,1539818190.1061306,CFU,sp
10479,34.77,1539818883.2134361,CFU,sp
10480,34.78,1539819573.6787426,CFU,sp
10481,34.79,1539820261.512119,CFU,sp
10482,34.800000000000004,1539820946.723595,CFU,sp
10483,34.81,1539821629.3231626,CFU,sp
10484,34.82,1539822309.3207757,CFU,sp
10485,34.83,1539822986.72635,CFU,sp
10486,34.84,1539823661.549764,CFU,sp
10487,34.85,1539824333.8008578,CFU,sp
10488,34.86,1539825003.4894347,CFU,sp
10489,34.87,1539825670.6252604,CFU,sp
10490,34.88,1539826335.2180636,CFU,sp
10491,34.89,1539826997.2775352,CFU,sp
10492,34.9,1539827656.8133304,CFU,sp
10493,34.910000000000004,1539828313.8350663,CFU,sp
10494,34.92,1539828968.3523247,CFU,sp
10495,34.93,1539829620.3746495,CFU,sp
10496,34.94,1539830269.9115493,CFU,sp
10497,34.95,1539830916.972496,CFU,sp
10498,34.96,1539831561.566926,CFU,sp
10499,34.97,1539832203.704239,CFU,sp
10500,34.980000000000004,1539832843.393799,CFU,sp
10501,34.99,1539833480.6449347,CFU,sp
10502,35.0,1539834115.4669392,CFU,sp
10503,0.0,0.0,PFU,sp
10504,0.01,0.0002336723093430554,PFU,sp
10505,0.02,0.00046821909533189507,PFU,sp
10506,0.03,0.0007036436083332871,PFU,sp
10507,0.04,0.0009399491104283578,PFU,sp
10508,0.05,0.0011771388754520415,PFU,sp
10509,0.06,0.0014152161890326434,PFU,sp
10510,0.07,0.0016541843486315155,PFU,sp
10511,0.08,0.0018940466635828364,PFU,sp
10512,0.09,0.0021348064551335168,PFU,sp
10513,0.1,0.0023764670564832033,PFU,sp
10514,0.11,0.0026190318128244054,PFU,sp
10515,0.12,0.00286250408138273,PFU,sp
10516,0.13,0.0031068872314572293,PFU,sp
10517,0.14,0.003352184644460861,PFU,sp
10518,0.15,0.003598399713961062,PFU,sp
10519,0.16,0.0038455358457204405,PFU,sp
10520,0.17,0.004093596457737571,PFU,sp
10521,0.18,0.004342584980287909,PFU,sp
10522,0.19,0.004592504855964822,PFU,sp
10523,0.2,0.00484335953972073,PFU,sp
10524,0.21,0.005095152498908356,PFU,sp
10525,0.22,0.005347887213322101,PFU,sp
10526,0.23,0.005601567175239525,PFU,sp
10527,0.24,0.005856195889462941,PFU,sp
10528,0.25,0.0061117768733611345,PFU,sp
10529,0.26,0.006368313656911183,PFU,sp
10530,0.27,0.006625809782740397,PFU,sp
10531,0.28,0.006884268806168381,PFU,sp
10532,0.29,0.0071436942952491965,PFU,sp
10533,0.3,0.007404089830813655,PFU,sp
10534,0.31,0.007665459006511711,PFU,sp
10535,0.32,0.00792780542885498,PFU,sp
10536,0.33,0.008191132717259375,PFU,sp
10537,0.34,0.008455444504087839,PFU,sp
10538,0.35000000000000003,0.008720744434693218,PFU,sp
10539,0.36,0.008987036167461238,PFU,sp
10540,0.37,0.009254323373853594,PFU,sp
10541,0.38,0.009522609738451152,PFU,sp
10542,0.39,0.00979189895899729,PFU,sp
10543,0.4,0.010062194746441322,PFU,sp
10544,0.41000000000000003,0.01033350082498206,PFU,sp
10545,0.42,0.010605820932111496,PFU,sp
10546,0.43,0.010879158818658575,PFU,sp
10547,0.44,0.01115351824883311,PFU,sp
10548,0.45,0.011428903000269806,PFU,sp
10549,0.46,0.011705316864072383,PFU,sp
10550,0.47000000000000003,0.011982763644857852,PFU,sp
10551,0.48,0.012261247160800869,PFU,sp
10552,0.49,0.012540771243678235,PFU,sp
10553,0.5,0.012821339738913492,PFU,sp
10554,0.51,0.013102956505621648,PFU,sp
10555,0.52,0.013385625416654017,PFU,sp
10556,0.53,0.01366935035864318,PFU,sp
10557,0.54,0.013954135232048045,PFU,sp
10558,0.55,0.014239983951199048,PFU,sp
10559,0.56,0.014526900444343457,PFU,sp
10560,0.5700000000000001,0.014814888653690796,PFU,sp
10561,0.58,0.015103952535458383,PFU,sp
10562,0.59,0.015394096059917007,PFU,sp
10563,0.6,0.01568532321143668,PFU,sp
10564,0.61,0.015977637988532554,PFU,sp
10565,0.62,0.016271044403910914,PFU,sp
10566,0.63,0.016565546484515314,PFU,sp
10567,0.64,0.016861148271572837,PFU,sp
10568,0.65,0.01715785382064044,PFU,sp
10569,0.66,0.017455667201651464,PFU,sp
10570,0.67,0.017754592498962194,PFU,sp
10571,0.68,0.018054633811398612,PFU,sp
10572,0.6900000000000001,0.01835579525230322,PFU,sp
10573,0.7000000000000001,0.018658080949581993,PFU,sp
10574,0.71,0.01896149504575146,PFU,sp
10575,0.72,0.01926604169798588,PFU,sp
10576,0.73,0.019571725078164563,PFU,sp
10577,0.74,0.019878549372919288,PFU,sp
10578,0.75,0.020186518783681846,PFU,sp
10579,0.76,0.020495637526731704,PFU,sp
10580,0.77,0.020805909833243784,PFU,sp
10581,0.78,0.02111733994933637,PFU,sp
10582,0.79,0.0214299321361191,PFU,sp
10583,0.8,0.02174369066974113,PFU,sp
10584,0.81,0.022058619841439364,PFU,sp
10585,0.8200000000000001,0.02237472395758683,PFU,sp
10586,0.8300000000000001,0.022692007339741162,PFU,sp
10587,0.84,0.023010474324693213,PFU,sp
10588,0.85,0.023330129264515796,PFU,sp
10589,0.86,0.023650976526612483,PFU,sp
10590,0.87,0.023973020493766598,PFU,sp
10591,0.88,0.024296265564190282,PFU,sp
10592,0.89,0.024620716151573692,PFU,sp
10593,0.9,0.024946376685134306,PFU,sp
10594,0.91,0.025273251609666376,PFU,sp
10595,0.92,0.025601345385590443,PFU,sp
10596,0.93,0.02593066248900303,PFU,sp
10597,0.9400000000000001,0.02626120741172642,PFU,sp
10598,0.9500000000000001,0.026592984661358548,PFU,sp
10599,0.96,0.026925998761323032,PFU,sp
10600,0.97,0.027260254250919318,PFU,sp
10601,0.98,0.027595755685372897,PFU,sp
10602,0.99,0.027932507635885718,PFU,sp
10603,1.0,0.028270514689686655,PFU,sp
10604,1.01,0.02860978145008213,PFU,sp
10605,1.02,0.02895031253650681,PFU,sp
10606,1.03,0.02929211258457447,PFU,sp
10607,1.04,0.02963518624612896,PFU,sp
10608,1.05,0.029979538189295236,PFU,sp
10609,1.06,0.030325173098530604,PFU,sp
10610,1.07,0.030672095674676002,PFU,sp
10611,1.08,0.031020310635007424,PFU,sp
10612,1.09,0.03136982271328747,PFU,sp
10613,1.1,0.03172063665981699,PFU,sp
10614,1.11,0.03207275724148689,PFU,sp
10615,1.12,0.03242618924183001,PFU,sp
10616,1.1300000000000001,0.03278093746107308,PFU,sp
10617,1.1400000000000001,0.03313700671618894,PFU,sp
10618,1.1500000000000001,0.03349440184094871,PFU,sp
10619,1.16,0.03385312768597415,PFU,sp
10620,1.17,0.034213189118790184,PFU,sp
10621,1.18,0.034574591023877416,PFU,sp
10622,1.19,0.034937338302724885,PFU,sp
10623,1.2,0.035301435873882854,PFU,sp
10624,1.21,0.03566688867301575,PFU,sp
10625,1.22,0.03603370165295521,PFU,sp
10626,1.23,0.036401879783753276,PFU,sp
10627,1.24,0.0367714280527356,PFU,sp
10628,1.25,0.03714235146455493,PFU,sp
10629,1.26,0.037514655041244536,PFU,sp
10630,1.27,0.03788834382227187,PFU,sp
10631,1.28,0.03826342286459229,PFU,sp
10632,1.29,0.03863989724270292,PFU,sp
10633,1.3,0.03901777204869661,PFU,sp
10634,1.31,0.03939705239231598,PFU,sp
10635,1.32,0.039777743401007676,PFU,sp
10636,1.33,0.0401598502199766,PFU,sp
10637,1.34,0.04054337801224038,PFU,sp
10638,1.35,0.04092833195868385,PFU,sp
10639,1.36,0.04131471725811375,PFU,sp
10640,1.37,0.04170253912731343,PFU,sp
10641,1.3800000000000001,0.042091802801097714,PFU,sp
10642,1.3900000000000001,0.04248251353236793,PFU,sp
10643,1.4000000000000001,0.042874676592166934,PFU,sp
10644,1.41,0.04326829726973435,PFU,sp
10645,1.42,0.04366338087256188,PFU,sp
10646,1.43,0.044059932726448696,PFU,sp
10647,1.44,0.04445795817555702,PFU,sp
