,Time,Concentration,Bioagent,Type,Sampling
30154,21.46,1282417692.0752916,CFU,wt,2
30155,21.47,1282439963.1047974,CFU,wt,2
30156,21.48,1282462135.5273266,CFU,wt,2
30157,21.490000000000002,1282484209.7760704,CFU,wt,2
30158,21.5,1282506186.2823467,CFU,wt,2
30159,21.51,1282528065.4756083,CFU,wt,2
30160,21.52,1282549847.7834513,CFU,wt,2
30161,21.53,1282571533.6316216,CFU,wt,2
30162,21.54,1282593123.4440238,CFU,wt,2
30163,21.55,1282614617.6427283,CFU,wt,2
30164,21.56,1282636016.647979,CFU,wt,2
30165,21.57,1282657320.8782015,CFU,wt,2
30166,21.580000000000002,1282678530.7500095,CFU,wt,2
30167,21.59,1282699646.6782143,CFU,wt,2
30168,21.6,1282720669.0758305,CFU,wt,2
30169,21.61,1282741598.354084,CFU,wt,2
30170,21.62,1282762434.9224207,CFU,wt,2
30171,21.63,1282783179.1885126,CFU,wt,2
30172,21.64,1282803831.5582654,CFU,wt,2
30173,21.650000000000002,1282824392.4358265,CFU,wt,2
30174,21.66,1282844862.2235923,CFU,wt,2
30175,21.67,1282865241.3222146,CFU,wt,2
30176,21.68,1282885530.1306098,CFU,wt,2
30177,21.69,1282905729.045964,CFU,wt,2
30178,21.7,1282925838.4637418,CFU,wt,2
30179,21.71,1282945858.7776933,CFU,wt,2
30180,21.72,1282965790.3798606,CFU,wt,2
30181,21.73,1282985633.6605864,CFU,wt,2
30182,21.740000000000002,1283005389.008519,CFU,wt,2
30183,21.75,1283025056.810621,CFU,wt,2
30184,21.76,1283044637.4521768,CFU,wt,2
30185,21.77,1283064131.3167984,CFU,wt,2
30186,21.78,1283083538.786433,CFU,wt,2
30187,21.79,1283102860.2413697,CFU,wt,2
30188,21.8,1283122096.0602474,CFU,wt,2
30189,21.81,1283141246.6200604,CFU,wt,2
30190,21.82,1283160312.296167,CFU,wt,2
30191,21.830000000000002,1283179293.4622948,CFU,wt,2
30192,21.84,1283198190.4905486,CFU,wt,2
30193,21.85,1283217003.7514162,CFU,wt,2
30194,21.86,1283235733.613777,CFU,wt,2
30195,21.87,1283254380.444907,CFU,wt,2
30196,21.88,1283272944.6104863,CFU,wt,2
30197,21.89,1283291426.4746065,CFU,wt,2
30198,21.900000000000002,1283309826.399776,CFU,wt,2
30199,21.91,1283328144.7469277,CFU,wt,2
30200,21.92,1283346381.8754256,CFU,wt,2
30201,21.93,1283364538.1430714,CFU,wt,2
30202,21.94,1283382613.9061103,CFU,wt,2
30203,21.95,1283400609.5192387,CFU,wt,2
30204,21.96,1283418525.3356102,CFU,wt,2
30205,21.97,1283436361.7068422,CFU,wt,2
30206,21.98,1283454118.9830222,CFU,wt,2
30207,21.990000000000002,1283471797.5127153,CFU,wt,2
30208,22.0,1283489397.6429691,CFU,wt,2
30209,22.01,1283506919.7193215,CFU,wt,2
30210,22.02,1283524364.0858057,CFU,wt,2
30211,22.03,1283541731.084958,CFU,wt,2
30212,22.04,1283559021.0578234,CFU,wt,2
30213,22.05,1283576234.343962,CFU,wt,2
30214,22.06,1283593371.2814553,CFU,wt,2
30215,22.07,1283610432.2069125,CFU,wt,2
30216,22.080000000000002,1283627417.4554772,CFU,wt,2
30217,22.09,1283644327.3608327,CFU,wt,2
30218,22.1,1283661162.2552087,CFU,wt,2
30219,22.11,1283677922.469388,CFU,wt,2
30220,22.12,1283694608.3327112,CFU,wt,2
30221,22.13,1283711220.1730847,CFU,wt,2
30222,22.14,1283727758.3169854,CFU,wt,2
30223,22.150000000000002,1283744223.089467,CFU,wt,2
30224,22.16,1283760614.814167,CFU,wt,2
30225,22.17,1283776933.8133113,CFU,wt,2
30226,22.18,1283793180.4077213,CFU,wt,2
30227,22.19,1283809354.9168193,CFU,wt,2
30228,22.2,1283825457.658635,CFU,wt,2
30229,22.21,1283841488.94981,CFU,wt,2
30230,22.22,1283857449.1056066,CFU,wt,2
30231,22.23,1283873338.43991,CFU,wt,2
30232,22.240000000000002,1283889157.265237,CFU,wt,2
30233,22.25,1283904905.8927412,CFU,wt,2
30234,22.26,1283920584.632217,CFU,wt,2
30235,22.27,1283936193.7921083,CFU,wt,2
30236,22.28,1283951733.6795125,CFU,wt,2
30237,22.29,1283967204.600186,CFU,wt,2
30238,22.3,1283982606.8585513,CFU,wt,2
30239,22.31,1283997940.7577007,CFU,wt,2
30240,22.32,1284013206.5994046,CFU,wt,2
30241,22.330000000000002,1284028404.6841145,CFU,wt,2
30242,22.34,1284043535.3109703,CFU,wt,2
30243,22.35,1284058598.7778056,CFU,wt,2
30244,22.36,1284073595.3811529,CFU,wt,2
30245,22.37,1284088525.416249,CFU,wt,2
30246,22.38,1284103389.1770415,CFU,wt,2
30247,22.39,1284118186.9561934,CFU,wt,2
30248,22.400000000000002,1284132919.0450888,CFU,wt,2
30249,22.41,1284147585.7338386,CFU,wt,2
30250,22.42,1284162187.3112857,CFU,wt,2
30251,22.43,1284176724.0650108,CFU,wt,2
30252,22.44,1284191196.281337,CFU,wt,2
30253,22.45,1284205604.2453365,CFU,wt,2
30254,22.46,1284219948.2408345,CFU,wt,2
30255,22.47,1284234228.550415,CFU,wt,2
30256,22.48,1284248445.4554274,CFU,wt,2
30257,22.490000000000002,1284262599.2359893,CFU,wt,2
30258,22.5,1284276690.1709943,CFU,wt,2
30259,22.51,1284290718.5381155,CFU,wt,2
30260,22.52,1284304684.6138115,CFU,wt,2
30261,22.53,1284318588.673332,CFU,wt,2
30262,22.54,1284332430.990721,CFU,wt,2
30263,22.55,1284346211.838825,CFU,wt,2
30264,22.56,1284359931.4892957,CFU,wt,2
30265,22.57,1284373590.2125957,CFU,wt,2
30266,22.580000000000002,1284387188.278005,CFU,wt,2
30267,22.59,1284400725.9536233,CFU,wt,2
30268,22.6,1284414203.5063782,CFU,wt,2
30269,22.61,1284427621.2020276,CFU,wt,2
30270,22.62,1284440979.3051667,CFU,wt,2
30271,22.63,1284454278.0792315,CFU,wt,2
30272,22.64,1284467517.786505,CFU,wt,2
30273,22.650000000000002,1284480698.688121,CFU,wt,2
30274,22.66,1284493821.04407,CFU,wt,2
30275,22.67,1284506885.1132033,CFU,wt,2
30276,22.68,1284519891.1532388,CFU,wt,2
30277,22.69,1284532839.420765,CFU,wt,2
30278,22.7,1284545730.1712465,CFU,wt,2
30279,22.71,1284558563.6590283,CFU,wt,2
30280,22.72,1284571340.1373408,CFU,wt,2
30281,22.73,1284584059.8583052,CFU,wt,2
30282,22.740000000000002,1284596723.0729373,CFU,wt,2
30283,22.75,1284609330.031153,CFU,wt,2
30284,22.76,1284621880.981772,CFU,wt,2
30285,22.77,1284634376.1725245,CFU,wt,2
30286,22.78,1284646815.8500533,CFU,wt,2
30287,22.79,1284659200.2599208,CFU,wt,2
30288,22.8,1284671529.6466122,CFU,wt,2
30289,22.81,1284683804.2535408,CFU,wt,2
30290,22.82,1284696024.3230524,CFU,wt,2
30291,22.830000000000002,1284708190.0964296,CFU,wt,2
30292,22.84,1284720301.8138971,CFU,wt,2
30293,22.85,1284732359.7146256,CFU,wt,2
30294,22.86,1284744364.036737,CFU,wt,2
30295,22.87,1284756315.017308,CFU,wt,2
30296,22.88,1284768212.8923752,CFU,wt,2
30297,22.89,1284780057.8969402,CFU,wt,2
30298,22.900000000000002,1284791850.2649724,CFU,wt,2
30299,22.91,1284803590.2294152,CFU,wt,2
30300,22.92,1284815278.0221894,CFU,wt,2
30301,22.93,1284826913.8741975,CFU,wt,2
30302,22.94,1284838498.015329,CFU,wt,2
30303,22.95,1284850030.6744637,CFU,wt,2
30304,22.96,1284861512.0794775,CFU,wt,2
30305,22.97,1284872942.4572449,CFU,wt,2
30306,22.98,1284884322.0336444,CFU,wt,2
30307,22.990000000000002,1284895651.0335631,CFU,wt,2
30308,23.0,1284906929.6809003,CFU,wt,2
30309,23.01,1284918158.1985717,CFU,wt,2
30310,23.02,1284929336.8085144,CFU,wt,2
30311,23.03,1284940465.7316902,CFU,wt,2
30312,23.04,1284951545.1880908,CFU,wt,2
30313,23.05,1284962575.3967414,CFU,wt,2
30314,23.06,1284973556.5757048,CFU,wt,2
30315,23.07,1284984488.9420855,CFU,wt,2
30316,23.080000000000002,1284995372.7120347,CFU,wt,2
30317,23.09,1285006208.1007528,CFU,wt,2
30318,23.1,1285016995.3224957,CFU,wt,2
30319,23.11,1285027734.590577,CFU,wt,2
30320,23.12,1285038426.1173725,CFU,wt,2
30321,23.13,1285049070.1143253,CFU,wt,2
30322,23.14,1285059666.7919486,CFU,wt,2
30323,23.150000000000002,1285070216.3598301,CFU,wt,2
30324,23.16,1285080719.0266361,CFU,wt,2
30325,23.17,1285091175.000116,CFU,wt,2
30326,23.18,1285101584.4871054,CFU,wt,2
30327,23.19,1285111947.69353,CFU,wt,2
30328,23.2,1285122264.8244104,CFU,wt,2
30329,23.21,1285132536.0838656,CFU,wt,2
30330,23.22,1285142761.675117,CFU,wt,2
30331,23.23,1285152941.8004916,CFU,wt,2
30332,23.240000000000002,1285163076.6614268,CFU,wt,2
30333,23.25,1285173166.4584742,CFU,wt,2
30334,23.26,1285183211.3913026,CFU,wt,2
30335,23.27,1285193211.6587026,CFU,wt,2
30336,23.28,1285203167.4585903,CFU,wt,2
30337,23.29,1285213078.9880104,CFU,wt,2
30338,23.3,1285222946.4431417,CFU,wt,2
30339,23.31,1285232770.0192983,CFU,wt,2
30340,23.32,1285242549.9109359,CFU,wt,2
30341,23.330000000000002,1285252286.3116536,CFU,wt,2
30342,23.34,1285261979.4141989,CFU,wt,2
30343,23.35,1285271629.4104707,CFU,wt,2
30344,23.36,1285281236.491523,CFU,wt,2
30345,23.37,1285290800.8475692,CFU,wt,2
30346,23.38,1285300322.667985,CFU,wt,2
30347,23.39,1285309802.141312,CFU,wt,2
30348,23.400000000000002,1285319239.4552622,CFU,wt,2
30349,23.41,1285328634.7967207,CFU,wt,2
30350,23.42,1285337988.3517504,CFU,wt,2
30351,23.43,1285347300.3055935,CFU,wt,2
30352,23.44,1285356570.8426776,CFU,wt,2
30353,23.45,1285365800.146617,CFU,wt,2
30354,23.46,1285374988.4002182,CFU,wt,2
30355,23.47,1285384135.785482,CFU,wt,2
30356,23.48,1285393242.483607,CFU,wt,2
30357,23.490000000000002,1285402308.674995,CFU,wt,2
30358,23.5,1285411334.5392516,CFU,wt,2
30359,23.51,1285420320.2551913,CFU,wt,2
30360,23.52,1285429266.0008416,CFU,wt,2
30361,23.53,1285438171.9534447,CFU,wt,2
30362,23.54,1285447038.2894619,CFU,wt,2
30363,23.55,1285455865.1845772,CFU,wt,2
30364,23.56,1285464652.8137002,CFU,wt,2
30365,23.57,1285473401.3509693,CFU,wt,2
30366,23.580000000000002,1285482110.969756,CFU,wt,2
30367,23.59,1285490781.8426666,CFU,wt,2
30368,23.6,1285499414.141548,CFU,wt,2
30369,23.61,1285508008.0374882,CFU,wt,2
30370,23.62,1285516563.7008216,CFU,wt,2
30371,23.63,1285525081.3011315,CFU,wt,2
30372,23.64,1285533561.0072536,CFU,wt,2
30373,23.650000000000002,1285542002.987279,CFU,wt,2
30374,23.66,1285550407.4085577,CFU,wt,2
30375,23.67,1285558774.4377015,CFU,wt,2
30376,23.68,1285567104.240588,CFU,wt,2
30377,23.69,1285575396.9823627,CFU,wt,2
30378,23.7,1285583652.8274431,CFU,wt,2
30379,23.71,1285591871.939521,CFU,wt,2
30380,23.72,1285600054.481567,CFU,wt,2
30381,23.73,1285608200.615832,CFU,wt,2
30382,23.740000000000002,1285616310.5038517,CFU,wt,2
30383,23.75,1285624384.3064487,CFU,wt,2
30384,23.76,1285632422.1837366,CFU,wt,2
30385,23.77,1285640424.2951221,CFU,wt,2
30386,23.78,1285648390.7993093,CFU,wt,2
30387,23.79,1285656321.8543007,CFU,wt,2
30388,23.8,1285664217.617403,CFU,wt,2
30389,23.81,1285672078.2452283,CFU,wt,2
30390,23.82,1285679903.8936965,CFU,wt,2
30391,23.830000000000002,1285687694.7180407,CFU,wt,2
30392,23.84,1285695450.8728087,CFU,wt,2
30393,23.85,1285703172.5118654,CFU,wt,2
30394,23.86,1285710859.788397,CFU,wt,2
30395,23.87,1285718512.854914,CFU,wt,2
30396,23.88,1285726131.8632524,CFU,wt,2
30397,23.89,1285733716.9645793,CFU,wt,2
30398,23.900000000000002,1285741268.3093934,CFU,wt,2
30399,23.91,1285748786.0475295,CFU,wt,2
30400,23.92,1285756270.3281605,CFU,wt,2
30401,23.93,1285763721.2998009,CFU,wt,2
30402,23.94,1285771139.1103094,CFU,wt,2
30403,23.95,1285778523.9068909,CFU,wt,2
30404,23.96,1285785875.8361018,CFU,wt,2
30405,23.97,1285793195.04385,CFU,wt,2
30406,23.98,1285800481.6753998,CFU,wt,2
30407,23.990000000000002,1285807735.875373,CFU,wt,2
30408,24.0,1285814957.7877536,CFU,wt,2
30409,24.01,1285822147.555889,CFU,wt,2
30410,24.02,1285829305.3224936,CFU,wt,2
30411,24.03,1285836431.229651,CFU,wt,2
30412,24.04,1285843525.418818,CFU,wt,2
30413,24.05,1285850588.0308254,CFU,wt,2
30414,24.060000000000002,1285857619.2058823,CFU,wt,2
30415,24.07,1285864619.0835783,CFU,wt,2
30416,24.080000000000002,1285871587.8028862,CFU,wt,2
30417,24.09,1285878525.5021648,CFU,wt,2
30418,24.1,1285885432.3191612,CFU,wt,2
30419,24.11,1285892308.391014,CFU,wt,2
30420,24.12,1285899153.8542562,CFU,wt,2
30421,24.13,1285905968.8448164,CFU,wt,2
30422,24.14,1285912753.4980233,CFU,wt,2
30423,24.150000000000002,1285919507.948607,CFU,wt,2
30424,24.16,1285926232.330702,CFU,wt,2
30425,24.17,1285932926.7778506,CFU,wt,2
30426,24.18,1285939591.423004,CFU,wt,2
30427,24.19,1285946226.398526,CFU,wt,2
30428,24.2,1285952831.8361952,CFU,wt,2
30429,24.21,1285959407.8672078,CFU,wt,2
30430,24.22,1285965954.6221795,CFU,wt,2
30431,24.23,1285972472.2311492,CFU,wt,2
30432,24.240000000000002,1285978960.82358,CFU,wt,2
30433,24.25,1285985420.5283635,CFU,wt,2
30434,24.26,1285991851.4738202,CFU,wt,2
30435,24.27,1285998253.7877042,CFU,wt,2
30436,24.28,1286004627.5972044,CFU,wt,2
30437,24.29,1286010973.0289466,CFU,wt,2
30438,24.3,1286017290.208997,CFU,wt,2
30439,24.310000000000002,1286023579.2628648,CFU,wt,2
30440,24.32,1286029840.3155034,CFU,wt,2
30441,24.330000000000002,1286036073.491313,CFU,wt,2
30442,24.34,1286042278.9141448,CFU,wt,2
30443,24.35,1286048456.7073014,CFU,wt,2
30444,24.36,1286054606.9935403,CFU,wt,2
30445,24.37,1286060729.8950756,CFU,wt,2
30446,24.38,1286066825.5335808,CFU,wt,2
30447,24.39,1286072894.030191,CFU,wt,2
30448,24.400000000000002,1286078935.5055058,CFU,wt,2
30449,24.41,1286084950.0795908,CFU,wt,2
30450,24.42,1286090937.8719804,CFU,wt,2
30451,24.43,1286096899.0016806,CFU,wt,2
30452,24.44,1286102833.58717,CFU,wt,2
30453,24.45,1286108741.746403,CFU,wt,2
30454,24.46,1286114623.5968127,CFU,wt,2
30455,24.47,1286120479.255312,CFU,wt,2
30456,24.48,1286126308.8382964,CFU,wt,2
30457,24.490000000000002,1286132112.4616463,CFU,wt,2
30458,24.5,1286137890.2407293,CFU,wt,2
30459,24.51,1286143642.290402,CFU,wt,2
30460,24.52,1286149368.7250133,CFU,wt,2
30461,24.53,1286155069.6584053,CFU,wt,2
30462,24.54,1286160745.2039165,CFU,wt,2
30463,24.55,1286166395.4743838,CFU,wt,2
30464,24.560000000000002,1286172020.582144,CFU,wt,2
30465,24.57,1286177620.639037,CFU,wt,2
30466,24.580000000000002,1286183195.7564075,CFU,wt,2
30467,24.59,1286188746.0451071,CFU,wt,2
30468,24.6,1286194271.615497,CFU,wt,2
30469,24.61,1286199772.5774493,CFU,wt,2
30470,24.62,1286205249.04035,CFU,wt,2
30471,24.63,1286210701.1130998,CFU,wt,2
30472,24.64,1286216128.9041188,CFU,wt,2
30473,24.650000000000002,1286221532.5213451,CFU,wt,2
30474,24.66,1286226912.0722406,CFU,wt,2
30475,24.67,1286232267.66379,CFU,wt,2
30476,24.68,1286237599.4025047,CFU,wt,2
30477,24.69,1286242907.394424,CFU,wt,2
30478,24.7,1286248191.7451181,CFU,wt,2
30479,24.71,1286253452.5596895,CFU,wt,2
30480,24.72,1286258689.942775,CFU,wt,2
30481,24.73,1286263903.9985476,CFU,wt,2
30482,24.740000000000002,1286269094.8307195,CFU,wt,2
30483,24.75,1286274262.542543,CFU,wt,2
30484,24.76,1286279407.2368128,CFU,wt,2
30485,24.77,1286284529.015869,CFU,wt,2
30486,24.78,1286289627.9815977,CFU,wt,2
30487,24.79,1286294704.2354333,CFU,wt,2
30488,24.8,1286299757.8783622,CFU,wt,2
30489,24.810000000000002,1286304789.0109215,CFU,wt,2
30490,24.82,1286309797.7332044,CFU,wt,2
30491,24.830000000000002,1286314784.1448596,CFU,wt,2
30492,24.84,1286319748.3450944,CFU,wt,2
30493,24.85,1286324690.4326773,CFU,wt,2
30494,24.86,1286329610.5059376,CFU,wt,2
30495,24.87,1286334508.6627707,CFU,wt,2
30496,24.88,1286339385.0006366,CFU,wt,2
30497,24.89,1286344239.6165643,CFU,wt,2
30498,24.900000000000002,1286349072.6071525,CFU,wt,2
30499,24.91,1286353884.0685713,CFU,wt,2
30500,24.92,1286358674.0965655,CFU,wt,2
30501,24.93,1286363442.7864547,CFU,wt,2
30502,24.94,1286368190.2331364,CFU,wt,2
30503,24.95,1286372916.5310876,CFU,wt,2
30504,24.96,1286377621.7743661,CFU,wt,2
30505,24.97,1286382306.056613,CFU,wt,2
30506,24.98,1286386969.471054,CFU,wt,2
30507,24.990000000000002,1286391612.1105022,CFU,wt,2
30508,25.0,1286396234.0673587,CFU,wt,2
30509,25.01,1286400835.433615,CFU,wt,2
30510,25.02,1286405416.3008547,CFU,wt,2
30511,25.03,1286409976.7602556,CFU,wt,2
30512,25.04,1286414516.902591,CFU,wt,2
30513,25.05,1286419036.818232,CFU,wt,2
30514,25.060000000000002,1286423536.597149,CFU,wt,2
30515,25.07,1286428016.3289127,CFU,wt,2
30516,25.080000000000002,1286432476.1026976,CFU,wt,2
30517,25.09,1286436916.0072823,CFU,wt,2
30518,25.1,1286441336.131052,CFU,wt,2
30519,25.11,1286445736.5619993,CFU,wt,2
30520,25.12,1286450117.3877275,CFU,wt,2
30521,25.13,1286454478.6954505,CFU,wt,2
30522,25.14,1286458820.5719962,CFU,wt,2
30523,25.150000000000002,1286463143.1038067,CFU,wt,2
30524,25.16,1286467446.3769412,CFU,wt,2
30525,25.17,1286471730.4770768,CFU,wt,2
30526,25.18,1286475995.4895113,CFU,wt,2
30527,25.19,1286480241.499163,CFU,wt,2
30528,25.2,1286484468.5905747,CFU,wt,2
30529,25.21,1286488676.8479135,CFU,wt,2
30530,25.22,1286492866.354973,CFU,wt,2
30531,25.23,1286497037.1951761,CFU,wt,2
30532,25.240000000000002,1286501189.4515746,CFU,wt,2
30533,25.25,1286505323.206852,CFU,wt,2
30534,25.26,1286509438.5433252,CFU,wt,2
30535,25.27,1286513535.542946,CFU,wt,2
30536,25.28,1286517614.2873025,CFU,wt,2
30537,25.29,1286521674.857621,CFU,wt,2
30538,25.3,1286525717.3347666,CFU,wt,2
30539,25.310000000000002,1286529741.799247,CFU,wt,2
30540,25.32,1286533748.331211,CFU,wt,2
30541,25.330000000000002,1286537737.0104532,CFU,wt,2
30542,25.34,1286541707.9164133,CFU,wt,2
30543,25.35,1286545661.1281793,CFU,wt,2
30544,25.36,1286549596.724487,CFU,wt,2
30545,25.37,1286553514.7837243,CFU,wt,2
30546,25.38,1286557415.38393,CFU,wt,2
30547,25.39,1286561298.602797,CFU,wt,2
30548,25.400000000000002,1286565164.5176733,CFU,wt,2
30549,25.41,1286569013.2055638,CFU,wt,2
30550,25.42,1286572844.7431319,CFU,wt,2
30551,25.43,1286576659.2067003,CFU,wt,2
30552,25.44,1286580456.6722531,CFU,wt,2
30553,25.45,1286584237.2154372,CFU,wt,2
30554,25.46,1286588000.9115632,CFU,wt,2
30555,25.47,1286591747.8356082,CFU,wt,2
30556,25.48,1286595478.0622165,CFU,wt,2
30557,25.490000000000002,1286599191.6657004,CFU,wt,2
30558,25.5,1286602888.7200427,CFU,wt,2
30559,25.51,1286606569.2988975,CFU,wt,2
30560,25.52,1286610233.4755926,CFU,wt,2
30561,25.53,1286613881.3231297,CFU,wt,2
30562,25.54,1286617512.9141865,CFU,wt,2
30563,25.55,1286621128.321118,CFU,wt,2
30564,25.560000000000002,1286624727.6159585,CFU,wt,2
30565,25.57,1286628310.8704214,CFU,wt,2
30566,25.580000000000002,1286631878.155903,CFU,wt,2
30567,25.59,1286635429.5434818,CFU,wt,2
30568,25.6,1286638965.103921,CFU,wt,2
30569,25.61,1286642484.9076688,CFU,wt,2
30570,25.62,1286645989.024862,CFU,wt,2
30571,25.63,1286649477.5253253,CFU,wt,2
30572,25.64,1286652950.4785728,CFU,wt,2
30573,25.650000000000002,1286656407.9538107,CFU,wt,2
30574,25.66,1286659850.0199378,CFU,wt,2
30575,25.67,1286663276.7455466,CFU,wt,2
30576,25.68,1286666688.1989248,CFU,wt,2
30577,25.69,1286670084.4480574,CFU,wt,2
30578,25.7,1286673465.5606277,CFU,wt,2
30579,25.71,1286676831.6040175,CFU,wt,2
30580,25.72,1286680182.6453097,CFU,wt,2
30581,25.73,1286683518.7512898,CFU,wt,2
30582,25.740000000000002,1286686839.988446,CFU,wt,2
30583,25.75,1286690146.4229715,CFU,wt,2
30584,25.76,1286693438.1207654,CFU,wt,2
30585,25.77,1286696715.1474345,CFU,wt,2
30586,25.78,1286699977.5682936,CFU,wt,2
30587,25.79,1286703225.4483676,CFU,wt,2
30588,25.8,1286706458.8523924,CFU,wt,2
30589,25.810000000000002,1286709677.8448172,CFU,wt,2
30590,25.82,1286712882.4898036,CFU,wt,2
30591,25.830000000000002,1286716072.851229,CFU,wt,2
30592,25.84,1286719248.9926872,CFU,wt,2
30593,25.85,1286722410.9774888,CFU,wt,2
30594,25.86,1286725558.8686635,CFU,wt,2
30595,25.87,1286728692.7289615,CFU,wt,2
30596,25.88,1286731812.6208532,CFU,wt,2
30597,25.89,1286734918.606532,CFU,wt,2
30598,25.900000000000002,1286738010.7479155,CFU,wt,2
30599,25.91,1286741089.1066453,CFU,wt,2
30600,25.92,1286744153.7440894,CFU,wt,2
30601,25.93,1286747204.7213435,CFU,wt,2
30602,25.94,1286750242.0992315,CFU,wt,2
30603,25.95,1286753265.938307,CFU,wt,2
30604,25.96,1286756276.2988548,CFU,wt,2
30605,25.97,1286759273.2408917,CFU,wt,2
30606,25.98,1286762256.824168,CFU,wt,2
30607,25.990000000000002,1286765227.1081681,CFU,wt,2
30608,26.0,1286768184.1521125,CFU,wt,2
30609,26.01,1286771128.0149581,CFU,wt,2
30610,26.02,1286774058.7554002,CFU,wt,2
30611,26.03,1286776976.4318728,CFU,wt,2
30612,26.04,1286779881.1025512,CFU,wt,2
30613,26.05,1286782772.8253508,CFU,wt,2
30614,26.060000000000002,1286785651.6579306,CFU,wt,2
30615,26.07,1286788517.6576934,CFU,wt,2
30616,26.080000000000002,1286791370.8817859,CFU,wt,2
30617,26.09,1286794211.387102,CFU,wt,2
30618,26.1,1286797039.2302816,CFU,wt,2
30619,26.11,1286799854.467714,CFU,wt,2
30620,26.12,1286802657.1555371,CFU,wt,2
30621,26.13,1286805447.3496397,CFU,wt,2
30622,26.14,1286808225.105662,CFU,wt,2
30623,26.150000000000002,1286810990.478997,CFU,wt,2
30624,26.16,1286813743.524791,CFU,wt,2
30625,26.17,1286816484.297946,CFU,wt,2
30626,26.18,1286819212.853119,CFU,wt,2
30627,26.19,1286821929.2447248,CFU,wt,2
30628,26.2,1286824633.526936,CFU,wt,2
30629,26.21,1286827325.7536845,CFU,wt,2
30630,26.22,1286830005.9786627,CFU,wt,2
30631,26.23,1286832674.2553236,CFU,wt,2
30632,26.240000000000002,1286835330.6368835,CFU,wt,2
30633,26.25,1286837975.176321,CFU,wt,2
30634,26.26,1286840607.9263804,CFU,wt,2
30635,26.27,1286843228.9395704,CFU,wt,2
30636,26.28,1286845838.2681668,CFU,wt,2
30637,26.29,1286848435.9642134,CFU,wt,2
30638,26.3,1286851022.0795217,CFU,wt,2
30639,26.310000000000002,1286853596.6656735,CFU,wt,2
30640,26.32,1286856159.774021,CFU,wt,2
30641,26.330000000000002,1286858711.4556882,CFU,wt,2
30642,26.34,1286861251.7615716,CFU,wt,2
30643,26.35,1286863780.7423418,CFU,wt,2
30644,26.36,1286866298.448444,CFU,wt,2
30645,26.37,1286868804.930098,CFU,wt,2
30646,26.38,1286871300.2373023,CFU,wt,2
30647,26.39,1286873784.4198313,CFU,wt,2
30648,26.400000000000002,1286876257.5272393,CFU,wt,2
30649,26.41,1286878719.6088593,CFU,wt,2
30650,26.42,1286881170.7138057,CFU,wt,2
30651,26.43,1286883610.8909738,CFU,wt,2
30652,26.44,1286886040.1890419,CFU,wt,2
30653,26.45,1286888458.656472,CFU,wt,2
30654,26.46,1286890866.3415098,CFU,wt,2
30655,26.47,1286893263.2921875,CFU,wt,2
30656,26.48,1286895649.556323,CFU,wt,2
30657,26.490000000000002,1286898025.1815214,CFU,wt,2
30658,26.5,1286900390.2151768,CFU,wt,2
30659,26.51,1286902744.7044718,CFU,wt,2
30660,26.52,1286905088.6963797,CFU,wt,2
30661,26.53,1286907422.2376642,CFU,wt,2
30662,26.54,1286909745.374882,CFU,wt,2
30663,26.55,1286912058.1543818,CFU,wt,2
30664,26.560000000000002,1286914360.6223066,CFU,wt,2
30665,26.57,1286916652.8245943,CFU,wt,2
30666,26.580000000000002,1286918934.806978,CFU,wt,2
30667,26.59,1286921206.614988,CFU,wt,2
30668,26.6,1286923468.2939515,CFU,wt,2
30669,26.61,1286925719.8889945,CFU,wt,2
30670,26.62,1286927961.445042,CFU,wt,2
30671,26.63,1286930193.0068188,CFU,wt,2
30672,26.64,1286932414.618852,CFU,wt,2
30673,26.650000000000002,1286934626.3254693,CFU,wt,2
30674,26.66,1286936828.1708024,CFU,wt,2
30675,26.67,1286939020.1987853,CFU,wt,2
30676,26.68,1286941202.4531577,CFU,wt,2
30677,26.69,1286943374.9774642,CFU,wt,2
30678,26.7,1286945537.8150558,CFU,wt,2
30679,26.71,1286947691.009091,CFU,wt,2
30680,26.72,1286949834.6025352,CFU,wt,2
30681,26.73,1286951968.6381643,CFU,wt,2
30682,26.740000000000002,1286954093.1585627,CFU,wt,2
30683,26.75,1286956208.2061253,CFU,wt,2
30684,26.76,1286958313.823059,CFU,wt,2
30685,26.77,1286960410.051383,CFU,wt,2
30686,26.78,1286962496.9329288,CFU,wt,2
30687,26.79,1286964574.5093422,CFU,wt,2
30688,26.8,1286966642.8220842,CFU,wt,2
30689,26.810000000000002,1286968701.91243,CFU,wt,2
30690,26.82,1286970751.8214726,CFU,wt,2
30691,26.830000000000002,1286972792.5901217,CFU,wt,2
30692,26.84,1286974824.2591045,CFU,wt,2
30693,26.85,1286976846.8689673,CFU,wt,2
30694,26.86,1286978860.460076,CFU,wt,2
30695,26.87,1286980865.0726173,CFU,wt,2
30696,26.88,1286982860.7465982,CFU,wt,2
30697,26.89,1286984847.5218484,CFU,wt,2
30698,26.900000000000002,1286986825.4380202,CFU,wt,2
30699,26.91,1286988794.5345893,CFU,wt,2
30700,26.92,1286990754.8508558,CFU,wt,2
30701,26.93,1286992706.425945,CFU,wt,2
30702,26.94,1286994649.2988079,CFU,wt,2
30703,26.95,1286996583.5082223,CFU,wt,2
30704,26.96,1286998509.0927937,CFU,wt,2
30705,26.97,1287000426.0909553,CFU,wt,2
